# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 2013
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 2013
DATA ascii
2.66100049 9.47271633 1.89683187
-2.28407907 10.10777664 -0.53414673
-2.27811766 10.20182228 -0.52234924
-2.25732017 10.19798756 -0.52360076
-2.31141782 10.10831928 -0.53312796
-2.61723232 10.25366497 -0.50627995
-3.06594992 10.18958187 -0.46565083
-2.52876067 10.36785316 -0.44268516
-2.46003652 10.30972481 -0.49974689
-2.6603334 10.37321663 -0.41196376
-2.74483943 10.40704346 -0.36970851
-3.0397737 10.06330967 -0.36335999
-2.74887848 10.38861275 -0.33983308
-3.03398395 10.08352852 -0.36785346
-2.5175879 10.27136993 -0.15673213
-2.75976634 10.32332611 -0.31949219
-2.74338388 10.2332592 -0.27259102
-2.73143983 10.25551891 -0.27485728
-2.64736652 10.09345722 -0.1730976
-2.6204505 10.15747452 -0.17187995
-2.51269054 10.08734131 -0.10506531
-2.36359 10.40864086 -0.4070015
-2.6275785 10.44588852 -0.35003328
-2.65767407 10.45237064 -0.34061989
-2.29531217 10.46281815 -0.315882
-2.10127568 10.49316597 -0.2640146
-2.37248993 10.43941402 -0.22517663
-2.38405704 10.48045731 -0.27305767
-2.5706799 10.4156723 -0.26183802
2.52527046 10.88700294 -0.47509795
3.35893106 11.06201458 -1.0806396
2.64943361 10.93340683 -0.56713665
2.84237671 10.96248436 -0.70624352
2.61980724 10.94361877 -0.54711235
2.70635629 11.07515144 -0.62029427
3.06365728 11.04371643 -0.86907697
2.7621367 10.98351383 -0.65041792
3.25104189 11.06109619 -1.00346231
3.21316528 11.16399002 -0.98428428
3.19865751 11.17226982 -0.97460246
3.0877347 11.16508293 -0.89528531
2.69186068 11.0380764 -0.60460281
3.56065488 11.12175846 -1.22682297
3.56303906 11.2178812 -1.29772663
3.58940291 11.16885853 -1.27772188
3.51330233 11.15466118 -1.1970396
3.24555659 11.21923923 -1.01499903
3.5751152 11.20130825 -1.39318323
3.64390087 11.14826393 -1.42622352
3.7892158 11.05731869 -1.48703957
3.3482964 11.1497221 -1.39316428
3.37124753 11.29043198 -1.33010781
3.14768267 11.21512508 -1.34796369
3.40708756 11.13041687 -1.40647423
2.60163093 11.02019405 -1.33922791
2.9683857 11.15084648 -1.35534656
2.9845314 11.06289768 -1.38048851
2.67897034 11.01888657 -1.35015202
2.58013844 11.03197861 -1.33321416
2.25897312 10.96848011 -1.25999475
2.27178073 10.97331142 -1.26472199
2.47985864 10.9279356 -0.447716
2.59186029 11.05194283 -0.56404364
2.45087862 10.86856461 -0.42824396
3.0652771 11.23625278 -0.89744765
2.88673496 11.3849535 -1.05993831
3.12673569 11.35447216 -1.13297844
3.00159669 11.30244064 -0.99158102
2.8497808 11.31640148 -0.93728572
3.14036131 11.34461594 -1.23013985
2.98595715 11.29306984 -1.23993587
3.12685561 11.34081173 -1.23010242
2.82747316 11.38706303 -1.06355762
2.57247066 11.25433064 -1.13866007
2.81427431 11.23729038 -1.24838495
2.2838316 11.03334904 -1.18963313
2.35865951 11.08443356 -1.19557202
2.34137201 11.0065527 -1.21698761
2.65086913 11.1756258 -0.63558668
2.73587561 11.28141403 -0.83848441
2.58710551 11.20993328 -0.76469696
2.5363915 11.20075703 -0.76730496
2.44845772 11.12814045 -0.65315324
2.36901593 11.20639324 -0.82295734
2.29968405 11.10439301 -0.64806002
2.82443166 11.38963509 -1.04832101
2.46417761 11.21869755 -1.13929009
2.36137176 11.1980257 -0.96582884
2.15896559 11.09700108 -1.02754009
2.1627717 11.10352898 -0.99435341
2.22253728 11.14049339 -0.92778802
2.14549732 11.05375099 -0.70152342
2.15205956 11.09775162 -0.80707783
0.78954971 12.1069622 2.42005873
0.85689265 12.3506031 2.49369287
0.83235282 12.19520664 2.50626087
0.70052129 12.12507629 2.12148476
0.9695248 12.22167015 2.93413377
0.93078995 12.21301842 2.81400728
0.80079001 12.29404926 2.34574366
1.15690029 12.20447826 3.55015206
0.6901921 12.11333466 2.09503126
0.85179752 12.14931393 2.59913349
1.23130202 12.18074036 3.80665541
1.1122148 12.40995884 3.30086374
1.05047774 12.32777023 3.145329
0.77800679 12.11690235 2.37830091
1.0379746 12.32956982 3.10404158
0.94182104 12.1674242 2.87991905
1.18447733 12.16993427 3.66134429
0.92998028 12.14106846 2.85570979
0.91830528 12.16388226 2.80594134
1.24932182 12.23527718 3.84250331
1.31952465 12.24207973 3.9730165
1.27498913 12.21500683 3.93467879
1.35630345 12.25350189 4.02291632
1.19190669 12.37961483 3.50433969
1.35711324 12.41569901 3.75387907
1.34136677 12.37979698 3.78424406
1.43250763 12.30043411 3.97026873
1.48941064 12.11228371 3.93845415
1.43724835 12.17597485 4.11665916
1.43858278 12.35736847 3.86134863
1.53794277 12.29681969 3.55610776
1.44242597 12.41275406 3.77176881
1.46300924 12.36253929 3.75326157
1.5682224 12.25123978 3.49752665
1.66833699 12.14815426 3.11066532
1.55822897 12.05664444 3.6952672
1.71066296 12.16384697 2.897048
1.61856651 12.08261776 3.38869262
1.65013063 12.17248821 3.18483424
1.74230623 12.11372662 2.77260041
1.68463993 12.06523418 3.07909393
1.71528506 12.07514572 2.37837029
1.7778275 12.04736423 2.30060315
1.66235495 12.25854015 3.03817749
0.7005679 12.08741951 2.13343191
1.0841316 12.40095425 3.21497774
0.67734581 12.09469032 2.06028676
0.47603148 11.82297611 1.5239203
0.72676694 12.09482384 2.16106725
0.69772506 12.05732632 2.09724545
0.88193214 12.25752926 2.56531453
0.95919681 12.36080742 2.72919655
0.88190657 12.20547581 2.65269232
0.60597837 11.94825649 1.87984383
0.79713064 12.17355919 2.33606052
1.17736387 12.44005585 3.3249855
1.17033994 12.43938255 3.30260873
1.33537698 12.47489834 3.59951782
1.3157078 12.49118423 3.40379357
1.32754302 12.5260067 3.2328589
1.35802042 12.52470684 3.34383631
1.3621875 12.5341444 3.30075741
1.1123445 12.47441483 2.81746721
1.48648691 12.45707989 3.30690503
1.42358065 12.49789238 3.71075273
1.4115411 12.55413151 3.06847858
1.42965031 12.5263834 3.18993115
1.60274017 12.34820843 3.05011034
1.61837983 12.34952927 2.76485801
1.60080624 12.3743372 2.67479157
1.58629096 12.37498856 2.91021848
1.68234205 12.22205257 2.32959032
1.64950168 12.26759148 2.88028145
1.6905458 12.16741848 2.3836832
1.70515776 12.14118671 2.16511512
1.68591821 12.1808157 2.43035722
1.73489749 11.72667313 1.22275627
1.72565854 11.9277544 1.68803024
0.5931595 11.89820671 1.73956239
0.74061483 12.11794376 2.10895848
0.55584943 11.84118652 1.61604893
0.69776994 12.042346 1.97222161
0.57476217 11.86381626 1.60411096
0.81258857 12.20102882 2.20259237
0.99838012 12.41115284 2.60639834
0.98528099 12.38481522 2.52537799
1.01122928 12.39760113 2.55600023
1.11340904 12.37206936 2.37529755
0.95316261 12.28405952 2.18644524
1.29769957 12.52347946 2.8296783
0.9236086 12.27350712 2.1784513
1.29880238 12.5215168 2.8188405
1.43485188 12.43661499 2.58556581
1.38282156 12.49599457 2.71409678
1.38708746 12.57280827 2.97670507
1.46549058 12.47539902 2.75650406
1.53613293 12.28077698 2.21259403
1.59803653 12.32211208 2.42523599
1.60726333 12.19665527 2.03764224
1.44324291 12.34997272 2.31153631
1.6453861 12.06742096 1.80420923
1.64513898 12.28206635 2.36488771
1.68572104 11.92023945 1.56279445
1.69777632 11.80436897 1.30399621
1.66784358 11.81212902 1.30180323
0.63457096 11.89422703 1.62103271
0.61006564 11.90547562 1.61608887
0.67179787 11.85947704 1.52817285
0.65653467 11.86416435 1.55557942
0.73171043 11.90002251 1.53730154
1.00429308 12.28173923 2.13086462
0.94896275 12.14179134 1.9048121
0.94696701 12.26112556 2.10287189
0.89460766 12.20356274 2.01308656
0.85236067 12.04078484 1.74777269
0.87494922 11.94992161 1.57604527
0.9306491 11.97226906 1.59778643
0.94223636 12.05633831 1.75768697
1.25043118 12.33869934 2.18848038
1.18176436 12.21326733 1.97018385
1.46995151 12.22367001 1.9947803
1.32231855 12.35521317 2.21631622
1.30444169 12.22591114 1.98218656
1.19896054 12.09080601 1.72883153
1.59463739 12.14115334 1.85903335
1.48072815 11.97408199 1.55404842
1.21034086 12.05620766 1.66790092
1.43932116 11.94714928 1.50236011
1.29511714 12.05855179 1.68135226
1.422948 11.97189808 1.543854
1.58767986 11.6779871 1.04684997
1.60738528 11.62377167 0.9538992
1.60621321 12.01677704 1.64229071
1.57641971 11.49789047 0.7711941
0.69097662 11.77147388 1.37560606
0.54389328 11.50991344 1.11060464
0.75334603 11.76099586 1.34968317
0.84075063 11.89367104 1.49903035
0.71835709 11.6498127 1.22104061
0.81760526 11.7569952 1.33907819
0.95155174 11.78420639 1.3583678
1.03453159 11.71542835 1.24655008
0.90989131 11.68030739 1.23136652
0.79889792 11.58678627 1.13549495
1.21069753 11.74372673 1.24453783
1.09678864 11.75391006 1.28189647
1.174999 11.88896561 1.4426173
1.35860026 11.75290394 1.22541845
1.12500715 11.64318848 1.13068175
1.46083045 11.76946068 1.22603953
1.35283577 11.64711189 1.08943272
1.45100045 11.73510361 1.18354738
1.09743381 11.56511402 1.0347681
1.4939152 11.68079758 1.08523774
1.51801252 11.42006111 0.69031149
1.37762356 11.46967316 0.85128331
1.40376401 11.49771786 0.87560225
1.11556005 11.51605988 0.97331136
1.16375661 11.49071789 0.93018514
-1.02571833 13.05240536 -1.48396981
-1.54972422 13.16641998 -1.69828522
-1.16852844 13.06365871 -1.54456449
-0.53976417 13.03414631 -1.27556849
-0.94672698 13.18399429 -1.43525243
-0.94271934 13.03929615 -1.44947779
-1.06089878 13.14391708 -1.49068666
-1.48237586 13.11121941 -1.6753751
-1.31923294 13.27060318 -1.59015131
-1.83359921 13.17542171 -1.82071769
-1.2590555 13.18163967 -1.5725472
-1.2351203 13.25989056 -1.55490756
-1.3121891 13.25374985 -1.58869374
-1.7345444 13.22011375 -1.77434814
-2.06743956 13.26407242 -1.85173941
-1.89236832 13.23186779 -1.82607055
-1.86552811 13.2290287 -1.82062387
-1.8875035 13.29344177 -1.7803669
-2.11867332 13.20529366 -1.86280203
-2.30781794 13.1005125 -2.03096271
-1.88043964 13.37691975 -1.67414618
-1.94571304 13.13583374 -1.59718454
-1.69160819 13.27119637 -1.33123195
-1.96977699 13.21200848 -1.68562448
-1.47552907 13.1256876 -1.00139964
-1.7603159 13.12583065 -1.3577652
-1.62628257 13.21447086 -1.22088516
-1.6296581 13.14884281 -1.20229161
-1.59286988 13.22012711 -1.18104672
-1.33333385 13.12962246 -0.85098159
-1.07758868 13.0213623 -0.63465506
-0.36591572 12.94025421 -1.20688355
-0.46316725 12.995471 -1.24502087
-0.25957298 12.869174 -1.16550851
-0.77288604 13.2118845 -1.3241297
-0.33841115 12.95570087 -1.17373109
-0.68801653 13.14427757 -1.30051792
-1.28733003 13.3093071 -1.56981444
-0.62028265 13.05838871 -1.29215705
-1.11248684 13.33109951 -1.4322716
-1.34590709 13.34158802 -1.57187855
-1.11357796 13.39169788 -1.32961249
-1.51160514 13.4130249 -1.52320242
-1.37058115 13.48519135 -1.32074881
-1.49206519 13.42062187 -1.32843256
-1.71053159 13.43932724 -1.54387307
-1.68908632 13.42757797 -1.50821948
-1.44855833 13.36039734 -1.20309258
-1.41692412 13.41166782 -1.25073981
-1.39715993 13.32538795 -1.10799515
-1.03548336 13.10944271 -0.64519686
-1.46068263 13.25253487 -1.08164465
-1.00202131 13.02917957 -0.58403337
-0.95856345 12.98364449 -0.52741301
-0.97224915 13.1142149 -0.61947805
-0.04311906 12.73594379 -1.05167449
0.15241987 12.59684467 -0.97799385
-0.14804174 12.8212862 -1.06493068
0.30949533 12.4941082 -0.91196805
-0.15687548 12.82440186 -1.07086158
-0.82031751 13.26713848 -1.28086686
-1.07401562 13.3770647 -1.3045094
-1.2386055 13.44693565 -1.26454794
-0.49509627 13.12164974 -1.08868742
-1.20033872 13.43074131 -1.25149202
-1.01243067 13.35004902 -1.03782153
-1.31846511 13.46504688 -1.24532175
-1.18759191 13.31290627 -0.93166834
-1.0056138 13.25753307 -0.83877999
-0.89072019 13.29793072 -0.94142139
-0.90318161 13.19891262 -0.7305913
-0.81214911 13.08288288 -0.53148317
-0.57787383 12.89075661 -0.27319726
-0.44589347 12.73934937 -0.08977182
-0.33578429 12.69997215 -0.06269434
0.09265717 12.66268539 -0.9600926
-0.11878155 12.82631969 -1.01010263
0.09782818 12.62636185 -0.88425452
-0.15769951 12.84831524 -0.99132735
0.03375314 12.68172264 -0.91275036
-0.32660359 12.97792912 -0.95891798
-0.30840498 12.95625496 -0.92645681
-0.36635262 13.00244427 -0.95769006
-0.4866032 13.06109524 -0.89587283
-0.66450095 13.17823887 -0.90734279
-0.38295501 12.97416973 -0.76374215
-0.41438365 13.01267815 -0.88543469
-0.78780568 13.22139168 -0.81903148
-0.77750248 13.19545555 -0.76378524
-0.73663592 13.10252953 -0.57114333
-0.38521665 12.94877243 -0.63360912
-0.44976875 12.93887424 -0.52382636
-0.52864403 12.92920399 -0.39590156
-0.33714217 12.73419857 -0.14560895
-0.26765683 12.65886784 -0.04296942
-0.21221185 12.63621044 -0.07622226
0.51308751 12.18290424 -0.70345074
0.58553046 12.1573801 -0.73596185
0.12217271 12.57582569 -0.76174557
0.48844841 12.19073677 -0.68151134
0.16855767 12.52734375 -0.75270665
-0.21733741 12.83090878 -0.6854524
0.08101389 12.5744133 -0.67016941
-0.00050112 12.67673969 -0.74249542
0.26483551 12.39515305 -0.61475474
-0.08041767 12.66631222 -0.55101949
-0.03910097 12.61215401 -0.49224174
-0.13017647 12.66277218 -0.41790086
-0.29725325 12.84345436 -0.53715175
-0.17011015 12.66388512 -0.32624251
-0.06407247 12.50443172 -0.13162759
-0.00049051 12.48333836 -0.2201452
-0.06750438 12.5483408 -0.24452716
-0.028538 12.4459219 0.08010628
0.03880044 12.37711334 0.11605936
-0.14818633 12.57780075 -0.10230295
0.2030293 12.191432 0.31832573
0.18418297 12.21522331 0.33056861
0.51940048 12.09928799 -0.5745309
0.66073537 11.94026947 -0.55765146
0.29797208 12.35139561 -0.59964097
0.6590541 11.89183903 -0.49877197
0.2466751 12.40445614 -0.59664661
0.3594051 12.241745 -0.52134418
0.16864693 12.44254589 -0.51933998
0.46941045 12.04321003 -0.37231481
0.11553585 12.41569233 -0.36398882
0.28139967 12.22843552 -0.33860558
0.08808205 12.44608116 -0.36475319
0.08690447 12.34881592 -0.08892474
0.13499004 12.37203789 -0.30284038
0.34899291 12.08123207 -0.15333951
0.29720065 12.09923363 -0.04586534
0.30340579 12.06554508 0.29306439
0.31618866 12.04888248 0.20624423
0.38265523 11.95997334 0.23877779
0.68124712 11.78070545 -0.37297982
0.5959205 11.81769943 -0.26572257
0.58690596 11.80824661 -0.23220497
0.54317659 11.82907677 -0.1663658
0.60250944 11.76453876 -0.19371736
0.39391187 11.95430946 0.0266238
0.44561505 11.94596672 -0.13563526
0.54262698 11.72937107 0.09949204
0.38885671 11.94884968 0.119565
2.32904172 13.37368584 -0.55270684
2.06235051 13.42171288 -0.3729609
2.51901674 13.41446304 -0.68795645
2.48032928 13.39137173 -0.65872163
1.9885751 13.34812546 -0.31219915
2.82075524 13.30709171 -0.88507569
2.80758548 13.32832432 -0.88671249
2.77731395 13.35849953 -0.88422632
2.89850855 13.2802124 -0.95019543
2.54590416 13.40330601 -0.88347048
2.3288095 13.37996292 -0.87991214
2.52918768 13.33419895 -0.906537
1.97829521 13.35848618 -0.81531394
1.81048048 13.30615139 -0.18442257
2.064749 13.40402031 -0.38966823
2.41873097 13.4774332 -0.64496422
2.46654415 13.51532078 -0.76145279
2.3222146 13.49498463 -0.62028438
2.40140653 13.4807682 -0.83686244
2.18001556 13.5090332 -0.7630648
1.698089 13.31999779 -0.74318838
1.97399354 13.37785625 -0.32975224
1.99910057 13.39007092 -0.35444769
2.11028028 13.47351551 -0.46264991
2.20777035 13.5461731 -0.66319847
2.14181685 13.52666378 -0.72582245
1.77831149 13.42236233 -0.64748937
1.81184161 13.39643097 -0.73649901
1.18975818 13.13397884 -0.5720486
1.8150481 13.3562088 -0.28920439
1.85703254 13.39856052 -0.36406884
1.62716043 13.28645039 -0.32273948
1.63420808 13.30853653 -0.37267035
1.66696835 13.3497057 -0.45284224
1.62622654 13.34417439 -0.54062212
1.60989594 13.35207462 -0.64136422
1.01807749 13.0403738 -0.51187825
1.34920347 12.94304848 0.03971395
1.33978343 12.95600986 -0.00391757
1.53362191 13.17970848 -0.19638354
1.45397973 13.18415165 -0.33276209
1.5133872 13.25966072 -0.42523792
1.33386803 13.13725758 -0.39239433
1.15300107 13.04346085 -0.41583979
0.9847635 12.9615736 -0.41348448
1.2764715 12.89250946 0.03311173
1.2984122 12.94060516 -0.04381596
1.33837295 13.02596855 -0.14395832
1.1598531 12.89435196 -0.16931842
1.12137794 12.87910748 -0.19137146
1.08423042 12.87347889 -0.22650823
0.82989699 12.82131481 -0.34791893
0.87338597 12.7932148 -0.29585499
1.01600516 12.64111423 0.02280684
1.03899348 12.71124172 -0.05062482
1.0463804 12.78717327 -0.1485247
0.92371488 12.72309208 -0.19881323
0.93413997 12.59371662 -0.03126051
-0.69824022 15.18870068 2.05679083
-0.63933027 15.14525127 1.91535318
-0.42330366 15.07434177 1.43043816
-0.89722353 15.21035576 2.4867866
-0.44209754 15.2320261 1.53044868
-0.42142931 15.09583473 1.43466818
-0.65252119 15.18747997 1.95942676
-0.53356028 15.1407938 1.68762493
-0.53887111 15.188097 1.71543348
-0.82323706 15.29763126 2.35827255
-0.77425003 15.30222321 2.25572443
-0.57773048 15.23237228 1.81351256
-0.90755051 15.26890755 2.52750254
-0.62032008 15.19960022 1.89261961
-0.71523386 15.15458965 2.07869959
-0.83856583 15.34071159 2.40483165
-1.07537901 15.23387814 2.91739011
-0.92327356 15.30750656 2.59805846
-0.95283329 15.30613232 2.69619012
-0.79047495 15.40230274 2.40435719
-0.97550029 15.31941414 2.81141639
-0.91896462 15.21550083 2.9014709
-1.12539482 15.11046982 3.09928226
-1.12191427 15.1508522 3.08124352
-0.64778316 15.36011219 2.66126084
-0.75205213 15.20144653 2.79322457
-0.83419281 15.21194935 2.84257674
-0.47476137 15.30796051 2.56940675
-0.150333 15.09608746 2.37571931
-0.47121945 15.2019453 2.59496784
0.02491844 15.11340618 2.24209833
-0.57186091 15.11827755 2.68532038
-0.77370685 15.10544014 2.83790493
0.32285768 15.00407219 1.91124511
0.4051429 14.96598625 1.82364333
0.26768881 15.0262661 1.95165968
-0.24774641 14.97182846 1.02750957
-0.29770148 14.99132538 1.14298677
-0.35851085 15.00885773 1.28229165
-0.46399009 15.25508976 1.64648509
-0.55654478 15.35860538 1.88090324
-0.467484 15.13205338 1.56435716
-0.46757165 15.33830357 1.712322
-0.49159211 15.26011467 1.69787073
-0.65730959 15.41559887 2.225559
-0.7608223 15.48562908 2.6435585
-0.53748703 15.49737549 2.29753876
-0.57749254 15.48233128 2.31648707
-0.53291941 15.50181389 2.3044219
-0.43559659 15.39120674 2.44225097
-0.57379079 15.45698738 2.49537301
-0.45231625 15.37268448 2.48619914
-0.20631225 15.39167881 2.19752789
-0.37584996 15.4853754 2.24526763
-0.0761303 15.33630276 2.13737226
-0.02331881 15.22142029 2.16287351
0.37783667 15.00635815 1.8150624
0.34804496 15.04955673 1.83239317
0.47967544 14.96888828 1.72141969
0.62842441 14.86902523 1.55188727
0.2403969 15.15147877 1.88182342
-0.19769025 14.88191509 0.95187843
-0.08575001 14.72708893 0.72482431
-0.27257979 15.17773247 1.36707258
-0.37810224 15.18623638 1.47447979
-0.39468241 15.46105862 2.04741311
-0.41490042 15.33697319 1.70523381
-0.34399351 15.47216415 2.0685606
-0.29400021 15.31528473 1.67932916
-0.19109868 15.39832115 1.86190248
-0.30838242 15.44690609 2.0008986
-0.0584906 15.34396935 1.894297
-0.08826996 15.35919476 1.94526005
-0.09076095 15.36049747 1.84824312
-0.00869691 15.31768608 1.80803442
0.20097741 15.2055397 1.67420721
0.24794471 15.18064213 1.67933714
0.32891721 15.09458923 1.78545129
0.10207611 15.25446892 2.00635791
0.58607912 14.93715096 1.45396233
-0.08604913 14.79790306 0.81743723
0.05233578 14.5307436 0.52694154
0.00165387 14.6250782 0.64330781
-0.17853522 15.07780933 1.19452512
-0.10814853 15.21159744 1.45746195
-0.06985489 15.20173359 1.46549344
0.0012524 14.92155647 1.00921535
-0.0822541 15.31400871 1.65917456
-0.0089058 15.25714684 1.59160864
0.09809127 15.04686832 1.26689947
-0.00932939 15.07798576 1.2818135
0.25891921 15.06193924 1.39966512
0.27574497 15.08264351 1.46452415
0.114769 15.19705582 1.56618786
0.19438519 15.18561745 1.6202482
0.37512353 14.99934959 1.3753916
0.28712326 14.98670578 1.25604832
0.34985504 15.06326008 1.49524736
0.62945408 14.88050842 1.36507726
0.70692956 14.76978874 1.19236159
1.0884397 14.48579121 0.93744159
0.15568186 14.31795979 0.32223862
0.11621319 14.49908066 0.52106071
0.16199981 14.53723907 0.59986103
0.12451215 14.56144142 0.61332113
0.21117999 14.22452736 0.27063972
0.08328277 14.81497002 0.88897347
0.22254077 14.74368382 0.89325744
0.18116835 14.87650299 1.04017413
0.37692976 14.74741364 0.98350948
0.37615806 14.70031166 0.92137057
0.29694834 14.58731365 0.73238045
0.31310242 14.82479477 1.05200601
0.46904266 14.71669769 0.99328136
0.45965171 14.77362156 1.06396675
0.5147084 14.84923077 1.19525933
0.4578087 14.66405487 0.9168812
0.55689186 14.56739998 0.84379053
0.70239747 14.49735451 0.83315587
0.64662361 14.72144127 1.09852433
0.8885588 14.56203938 0.97819465
0.88510299 14.5788002 0.99654543
1.00885999 14.35351276 0.76312745
1.16712534 14.22679138 0.65922821
1.06706262 14.26542282 0.68757409
0.2820926 14.27711487 0.36428061
0.29988462 14.08765316 0.17870685
0.39837047 14.16335583 0.33433473
0.39913735 14.08893108 0.26281303
0.38212794 14.46487141 0.63120019
0.45519698 14.16239548 0.36622712
0.57522064 14.2166872 0.48968396
0.53998059 14.43647194 0.69912708
0.61683708 14.39215088 0.68805748
0.7070471 14.24472046 0.57936263
0.7489382 14.45265102 0.80407715
0.72974902 14.20743847 0.55186605
0.9002707 14.1140604 0.53270608
0.83329296 14.35443401 0.74215919
0.96334022 14.17058086 0.59642553
0.87705922 14.31522274 0.71957397
1.00105238 14.20778179 0.63223076
1.01084769 13.99061298 0.44546267
1.22329092 13.96104336 0.43603483
0.49329329 13.93011761 0.17087847
0.55083632 13.94863033 0.22613934
0.66368872 14.01080418 0.34359139
0.67707211 13.97737217 0.32340235
0.73522115 13.79742813 0.20138274
0.89514208 13.97857666 0.41071665
0.77959239 14.03107548 0.41053423
0.91754699 13.81630898 0.28956306
0.87969136 13.78015614 0.24667466
1.19347548 13.80540085 0.31768331
1.01771879 13.95447826 0.41816074
1.14182448 13.73460674 0.26074106
0.71707481 13.64501667 0.07291205
0.89546227 13.57194901 0.11034153
0.97902137 13.55718517 0.12018171
0.98611081 15.58429527 -1.17197585
0.96023953 15.59979057 -1.2474556
0.98986614 15.58836079 -1.16070306
0.83411276 15.76523685 -1.60068393
0.89726007 15.6335783 -1.43271422
0.73187023 15.70853424 -1.92045176
0.76278776 15.75805473 -1.80500424
0.76908535 15.78001976 -1.75392282
0.65267771 15.70168686 -2.09764028
0.6660592 15.82016468 -1.79788947
0.56043971 15.7081356 -1.48912299
0.51016378 15.63781357 -1.29383314
0.54916412 15.67903423 -1.26714778
1.06261659 15.51959896 -0.94901013
0.99441934 15.60023594 -1.11680686
0.93599492 15.72473145 -1.23890579
0.89738458 15.76902485 -1.26328421
0.71034443 15.87178326 -1.45004928
0.64258277 15.80407047 -1.2852639
0.53712493 15.61960316 -1.08723605
0.56906199 15.71526814 -1.14906967
0.51797092 15.54521751 -0.84240627
0.97544634 15.66598225 -1.12095499
1.01652634 15.56681824 -0.99035823
0.93653822 15.69361305 -1.10746276
0.81013846 15.72355556 -1.03593457
0.62663597 15.76718616 -1.18125653
0.61025959 15.71046066 -1.05796528
0.56938279 15.66291714 -1.0041554
0.52250826 15.32186031 -0.43358272
1.15876365 15.23258781 -0.57435119
1.03339934 15.40939045 -0.70976192
0.99859172 15.51513577 -0.82375288
0.93823874 15.48116207 -0.75519246
0.9153446 15.48803139 -0.75180984
0.64829206 15.6145649 -0.84486473
0.71698219 15.4587698 -0.64018047
0.57778925 15.40531158 -0.5467701
0.62492633 15.37167645 -0.50908947
1.11064732 15.17679405 -0.50696295
1.19463468 14.88426495 -0.28502697
0.89440256 15.38072586 -0.62848526
0.89191151 15.32097912 -0.56629133
0.68713623 15.37572384 -0.54264504
0.73345411 15.34522438 -0.52911937
0.68102354 15.3419733 -0.50618738
0.62347233 15.10778713 -0.21802475
1.03635561 14.9826479 -0.32533133
1.00214756 15.0973711 -0.40062177
0.89846307 14.95086098 -0.2524437
0.71861911 15.13804245 -0.32091075
0.73642784 14.99793243 -0.21656072
0.70652097 15.00959015 -0.20223156
0.71484417 14.84007645 -0.06393997
1.08906209 14.7376461 -0.17564657
0.79621476 14.87751102 -0.15324719
0.72875482 14.6933794 0.03184855
0.99294877 14.65744305 -0.10145061
0.97331786 14.60991955 -0.07146037
1.90517724 17.22111511 1.29408801
1.6591562 17.13155937 1.10349751
1.95912313 17.18304634 1.34448838
1.93957663 17.17797089 1.32931507
2.27180862 17.30169678 1.58618712
1.74491382 17.09676361 1.17997324
2.24115634 17.28733826 1.56288183
2.26925778 17.39441109 1.53102255
2.2651794 17.35004997 1.56944728
2.50189018 17.34615135 1.72276235
2.52280807 17.31402397 1.73116624
2.32464552 17.38305283 1.41895056
2.13233089 17.12731361 0.80836594
2.31912708 17.28423119 1.29376161
2.12431526 17.108675 0.77963078
2.0303781 17.04097557 0.61462247
1.36170375 16.92889595 0.88544399
1.638484 17.20793915 1.04235578
1.69688475 17.17058945 1.1186974
1.81462741 17.28981018 1.19381511
1.97148299 17.36685944 1.27231359
1.8571105 17.32586288 1.17681646
2.22011566 17.35046768 1.16339147
2.24618459 17.45898438 1.36120594
2.0483861 17.33760834 0.97861892
1.92203867 17.00650406 0.53623116
2.08901024 17.25437927 0.90265429
1.832196 16.94657707 0.42770478
1.36322856 16.90989876 0.86128122
1.37819231 16.92277336 0.84531021
1.19878232 16.70615768 0.74470484
1.83099937 17.33981514 1.07002032
1.656744 17.22782707 1.03632772
1.60542893 17.14583969 0.82626241
1.94597983 17.3827076 1.00526512
1.81819081 17.09767723 0.5752213
1.92592013 17.19928932 0.71745133
1.73094475 16.89213371 0.33116901
0.93448275 16.32837105 0.53249538
1.19186628 16.67180634 0.65269768
1.43405318 16.93186378 0.69112599
1.408337 16.94236374 0.73463207
1.608585 17.07032013 0.68212348
1.49353695 16.94727898 0.62654054
1.71453094 17.03691483 0.536466
1.58747947 17.01161194 0.60580689
1.59262013 16.87582779 0.41282639
1.56015396 16.58272171 0.03712345
1.54096901 16.65728188 0.16435882
0.9480716 16.24175072 0.46373206
1.09856105 16.46696281 0.51855683
1.09833992 16.44811058 0.49471664
1.33173966 16.75917816 0.5547986
1.37098086 16.78225327 0.53811187
1.26785624 16.58413315 0.43571079
1.23213387 16.53652382 0.42311233
1.53151679 16.71622849 0.263524
1.42215192 16.57275963 0.22677779
1.39974034 16.3764267 -0.01624668
1.38265193 16.34980583 -0.02267543
1.08616722 16.37178993 0.42265564
1.05357337 16.21682358 0.33331397
1.08121574 16.21541786 0.30249524
1.09757805 16.19727516 0.26889426
1.1687032 16.31290436 0.28817135
1.30936611 16.37837982 0.15862764
1.26606536 16.38298607 0.22721094
1.30188811 16.2766571 0.06540762
1.32583988 16.19665146 -0.12412173
